order_timestamp,day,month,year,quarter,weekday,date_id
2023-07-04T00:00:00.000Z,4,7,2023,3,3,394
2023-07-06T00:00:00.000Z,6,7,2023,3,5,395
2023-07-07T00:00:00.000Z,7,7,2023,3,6,396
2023-07-08T00:00:00.000Z,8,7,2023,3,7,397
2023-07-09T00:00:00.000Z,9,7,2023,3,1,398
2023-07-12T00:00:00.000Z,12,7,2023,3,4,399
2023-07-14T00:00:00.000Z,14,7,2023,3,6,400
2023-07-15T00:00:00.000Z,15,7,2023,3,7,401
2023-07-16T00:00:00.000Z,16,7,2023,3,1,402
2023-07-17T00:00:00.000Z,17,7,2023,3,2,403
2023-07-20T00:00:00.000Z,20,7,2023,3,5,404
2023-07-21T00:00:00.000Z,21,7,2023,3,6,405
2023-07-23T00:00:00.000Z,23,7,2023,3,1,406
2023-07-25T00:00:00.000Z,25,7,2023,3,3,407
2023-07-27T00:00:00.000Z,27,7,2023,3,5,408
2023-07-28T00:00:00.000Z,28,7,2023,3,6,409
2023-08-01T00:00:00.000Z,1,8,2023,3,3,410
2023-08-03T00:00:00.000Z,3,8,2023,3,5,411
2023-08-05T00:00:00.000Z,5,8,2023,3,7,412
2023-08-06T00:00:00.000Z,6,8,2023,3,1,413
2023-08-07T00:00:00.000Z,7,8,2023,3,2,414
2023-08-10T00:00:00.000Z,10,8,2023,3,5,415
2023-08-13T00:00:00.000Z,13,8,2023,3,1,416
2023-08-14T00:00:00.000Z,14,8,2023,3,2,417
2023-08-15T00:00:00.000Z,15,8,2023,3,3,418
2023-08-16T00:00:00.000Z,16,8,2023,3,4,419
2023-08-20T00:00:00.000Z,20,8,2023,3,1,420
2023-08-21T00:00:00.000Z,21,8,2023,3,2,421
2023-08-22T00:00:00.000Z,22,8,2023,3,3,422
2023-08-25T00:00:00.000Z,25,8,2023,3,6,423
2023-08-27T00:00:00.000Z,27,8,2023,3,1,424
2023-08-28T00:00:00.000Z,28,8,2023,3,2,425
2023-08-30T00:00:00.000Z,30,8,2023,3,4,426
2023-08-31T00:00:00.000Z,31,8,2023,3,5,427
2023-09-01T00:00:00.000Z,1,9,2023,3,6,428
2023-09-02T00:00:00.000Z,2,9,2023,3,7,429
2023-09-03T00:00:00.000Z,3,9,2023,3,1,430
2023-09-05T00:00:00.000Z,5,9,2023,3,3,431
2023-09-07T00:00:00.000Z,7,9,2023,3,5,432
2023-09-08T00:00:00.000Z,8,9,2023,3,6,433
2023-09-09T00:00:00.000Z,9,9,2023,3,7,434
2023-09-11T00:00:00.000Z,11,9,2023,3,2,435
2023-09-12T00:00:00.000Z,12,9,2023,3,3,436
2023-09-13T00:00:00.000Z,13,9,2023,3,4,437
2023-09-14T00:00:00.000Z,14,9,2023,3,5,438
2023-09-17T00:00:00.000Z,17,9,2023,3,1,439
2023-09-18T00:00:00.000Z,18,9,2023,3,2,440
2023-09-19T00:00:00.000Z,19,9,2023,3,3,441
2023-09-22T00:00:00.000Z,22,9,2023,3,6,442
2023-09-23T00:00:00.000Z,23,9,2023,3,7,443
2023-09-26T00:00:00.000Z,26,9,2023,3,3,444
2023-09-27T00:00:00.000Z,27,9,2023,3,4,445
2023-09-29T00:00:00.000Z,29,9,2023,3,6,446
2023-09-30T00:00:00.000Z,30,9,2023,3,7,447
2023-10-01T00:00:00.000Z,1,10,2023,4,1,448
2023-10-03T00:00:00.000Z,3,10,2023,4,3,449
2023-10-04T00:00:00.000Z,4,10,2023,4,4,450
2023-10-05T00:00:00.000Z,5,10,2023,4,5,451
2023-10-06T00:00:00.000Z,6,10,2023,4,6,452
2023-10-09T00:00:00.000Z,9,10,2023,4,2,453
2023-10-10T00:00:00.000Z,10,10,2023,4,3,454
2023-10-12T00:00:00.000Z,12,10,2023,4,5,455
2023-10-13T00:00:00.000Z,13,10,2023,4,6,456
2023-10-14T00:00:00.000Z,14,10,2023,4,7,457
2023-10-15T00:00:00.000Z,15,10,2023,4,1,458
2023-10-16T00:00:00.000Z,16,10,2023,4,2,459
2023-10-18T00:00:00.000Z,18,10,2023,4,4,460
2023-10-19T00:00:00.000Z,19,10,2023,4,5,461
2023-10-20T00:00:00.000Z,20,10,2023,4,6,462
